	microMUMMIE_var	miRNA	type	gene	gene_id	Chr	strand	seed_start	seed_end	transcript_id	UTR_start	UTR_end	probability	Tr:miR
66871	0.5	dme-miR-11-3p	7mer-m1	milt	FBgn0262872	2L	+	7054713	7054719	FBtr0306231	7054555	7056010	0.694447704	FBtr0306231:dme-miR-11-3p
66872	0.5	dme-miR-11-3p	7mer-m1	milt	FBgn0262872	2L	+	7054713	7054719	FBtr0306228	7054555	7054847	0.694447704	FBtr0306228:dme-miR-11-3p
66873	0.5	dme-miR-11-3p	7mer-m1	milt	FBgn0262872	2L	+	7054713	7054719	FBtr0306230	7054555	7054847	0.694447704	FBtr0306230:dme-miR-11-3p
66874	0.5	dme-miR-11-3p	7mer-m1	milt	FBgn0262872	2L	+	7054713	7054719	FBtr0306229	7054555	7056010	0.694447704	FBtr0306229:dme-miR-11-3p
66875	0.5	dme-miR-11-3p	7mer-m1	milt	FBgn0262872	2L	+	7054713	7054719	FBtr0306233	7054555	7056010	0.694447704	FBtr0306233:dme-miR-11-3p
66876	0.5	dme-miR-996-3p	7mer-m8	milt	FBgn0262872	2L	+	7055393	7055399	FBtr0306231	7054555	7056010	0.622359467	FBtr0306231:dme-miR-996-3p
66877	0.5	dme-miR-996-3p	7mer-m8	milt	FBgn0262872	2L	+	7055393	7055399	FBtr0306229	7054555	7056010	0.622359467	FBtr0306229:dme-miR-996-3p
66878	0.5	dme-miR-996-3p	7mer-m8	milt	FBgn0262872	2L	+	7055393	7055399	FBtr0306233	7054555	7056010	0.622359467	FBtr0306233:dme-miR-996-3p
66879	0.5	dme-miR-279-3p	7mer-m8	milt	FBgn0262872	2L	+	7055393	7055399	FBtr0306231	7054555	7056010	0.622359467	FBtr0306231:dme-miR-279-3p
66880	0.5	dme-miR-279-3p	7mer-m8	milt	FBgn0262872	2L	+	7055393	7055399	FBtr0306229	7054555	7056010	0.622359467	FBtr0306229:dme-miR-279-3p
66881	0.5	dme-miR-279-3p	7mer-m8	milt	FBgn0262872	2L	+	7055393	7055399	FBtr0306233	7054555	7056010	0.622359467	FBtr0306233:dme-miR-279-3p
66882	0.5	dme-miR-317-3p	6mer3-8	Mnn1	FBgn0031885	2L	+	7062286	7062291	FBtr0110978	7061720	7063586	0.835296021	FBtr0110978:dme-miR-317-3p
66883	0.5	dme-miR-317-3p	6mer3-8	Mnn1	FBgn0031885	2L	+	7062286	7062291	FBtr0079401	7061720	7062665	0.835296021	FBtr0079401:dme-miR-317-3p
66884	0.5	dme-miR-996-3p	8mer-A1	Pvf3	FBgn0085407	2L	-	7099159	7099166	FBtr0342658	7098186	7100092	0.621427812	FBtr0342658:dme-miR-996-3p
66885	0.5	dme-miR-996-3p	8mer-A1	Pvf3	FBgn0085407	2L	-	7099159	7099166	FBtr0112612	7098186	7100092	0.621427812	FBtr0112612:dme-miR-996-3p
66886	0.5	dme-miR-279-3p	8mer-A1	Pvf3	FBgn0085407	2L	-	7099159	7099166	FBtr0342658	7098186	7100092	0.621427812	FBtr0342658:dme-miR-279-3p
66887	0.5	dme-miR-279-3p	8mer-A1	Pvf3	FBgn0085407	2L	-	7099159	7099166	FBtr0112612	7098186	7100092	0.621427812	FBtr0112612:dme-miR-279-3p
66888	0.5	dme-miR-965-3p	8mer-A1	CG4495	FBgn0031893	2L	+	7185351	7185358	FBtr0113028	7185291	7185529	0.473299337	FBtr0113028:dme-miR-965-3p
66889	0.5	dme-miR-965-3p	8mer-A1	CG4495	FBgn0031893	2L	+	7185351	7185358	FBtr0079405	7185291	7185519	0.473299337	FBtr0079405:dme-miR-965-3p
66890	0.5	dme-miR-8-3p	7mer-A1	CG4502	FBgn0031896	2L	-	7195195	7195201	FBtr0079417	7194906	7195555	0.747837817	FBtr0079417:dme-miR-8-3p
66891	0.5	dme-miR-8-3p	7mer-A1	CG4502	FBgn0031896	2L	-	7195195	7195201	FBtr0079416	7194906	7195555	0.747837817	FBtr0079416:dme-miR-8-3p
66892	0.5	dme-miR-980-3p	7mer-A1	CG13784	FBgn0031897	2L	-	7205669	7205675	FBtr0330198	7205251	7206347	0.505551982	FBtr0330198:dme-miR-980-3p
66893	0.5	dme-miR-980-3p	7mer-A1	CG13784	FBgn0031897	2L	-	7205669	7205675	FBtr0330199	7205251	7206347	0.505551982	FBtr0330199:dme-miR-980-3p
66894	0.5	dme-miR-980-3p	7mer-A1	CG13784	FBgn0031897	2L	-	7205669	7205675	FBtr0330197	7204536	7208015	0.505551982	FBtr0330197:dme-miR-980-3p
66895	0.5	dme-miR-980-3p	7mer-A1	CG13784	FBgn0031897	2L	-	7205669	7205675	FBtr0110799	7205251	7208015	0.505551982	FBtr0110799:dme-miR-980-3p
66896	0.5	dme-miR-11-3p	8mer-A1	ico	FBgn0263133	2L	-	7220413	7220420	FBtr0079413	7220367	7220532	0.500541942	FBtr0079413:dme-miR-11-3p
66898	0.5	dme-miR-308-3p	8mer-A1	ico	FBgn0263133	2L	-	7220413	7220420	FBtr0079413	7220367	7220532	0.500541942	FBtr0079413:dme-miR-308-3p
66900	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0299537	7226460	7226914	0.472748315	FBtr0299537:dme-miR-277-3p
66901	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0331660	7226460	7226914	0.472748315	FBtr0331660:dme-miR-277-3p
66902	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0331663	7226460	7226914	0.472748315	FBtr0331663:dme-miR-277-3p
66903	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0331661	7226460	7226914	0.472748315	FBtr0331661:dme-miR-277-3p
66904	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0299538	7226460	7226914	0.472748315	FBtr0299538:dme-miR-277-3p
66905	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0331662	7226136	7226914	0.472748315	FBtr0331662:dme-miR-277-3p
66906	0.5	dme-miR-277-3p	7mer-m8	Ndae1	FBgn0259111	2L	-	7226705	7226711	FBtr0331659	7226136	7226914	0.472748315	FBtr0331659:dme-miR-277-3p
66907	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330725	7472511	7473645	0.615470875	FBtr0330725:dme-miR-9b-5p
66908	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330727	7472511	7473645	0.615470875	FBtr0330727:dme-miR-9b-5p
66909	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330728	7472511	7473645	0.615470875	FBtr0330728:dme-miR-9b-5p
66910	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330723	7472511	7473645	0.615470875	FBtr0330723:dme-miR-9b-5p
66911	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0332201	7472511	7473110	0.615470875	FBtr0332201:dme-miR-9b-5p
66912	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330721	7472511	7473645	0.615470875	FBtr0330721:dme-miR-9b-5p
66913	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330722	7472511	7473645	0.615470875	FBtr0330722:dme-miR-9b-5p
66914	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330726	7472511	7473645	0.615470875	FBtr0330726:dme-miR-9b-5p
66915	0.5	dme-miR-9b-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330724	7472511	7473645	0.615470875	FBtr0330724:dme-miR-9b-5p
66916	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330725	7472511	7473645	0.615470875	FBtr0330725:dme-miR-9c-5p
66917	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330727	7472511	7473645	0.615470875	FBtr0330727:dme-miR-9c-5p
66918	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330728	7472511	7473645	0.615470875	FBtr0330728:dme-miR-9c-5p
66919	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330723	7472511	7473645	0.615470875	FBtr0330723:dme-miR-9c-5p
66920	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0332201	7472511	7473110	0.615470875	FBtr0332201:dme-miR-9c-5p
66921	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330721	7472511	7473645	0.615470875	FBtr0330721:dme-miR-9c-5p
66922	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330722	7472511	7473645	0.615470875	FBtr0330722:dme-miR-9c-5p
66923	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330726	7472511	7473645	0.615470875	FBtr0330726:dme-miR-9c-5p
66924	0.5	dme-miR-9c-5p	7mer-m8	Ziz	FBgn0260486	2L	-	7472626	7472632	FBtr0330724	7472511	7473645	0.615470875	FBtr0330724:dme-miR-9c-5p
66925	0.5	dme-miR-11-3p	7mer-A1	CG7149	FBgn0031948	2L	-	7786831	7786837	FBtr0343406	7786158	7786899	0.742114245	FBtr0343406:dme-miR-11-3p
66927	0.5	dme-miR-11-3p	7mer-A1	CG7149	FBgn0031948	2L	-	7786831	7786837	FBtr0079496	7786158	7786899	0.742114245	FBtr0079496:dme-miR-11-3p
66929	0.5	dme-miR-308-3p	7mer-A1	CG7149	FBgn0031948	2L	-	7786831	7786837	FBtr0343406	7786158	7786899	0.742114245	FBtr0343406:dme-miR-308-3p
66931	0.5	dme-miR-308-3p	7mer-A1	CG7149	FBgn0031948	2L	-	7786831	7786837	FBtr0079496	7786158	7786899	0.742114245	FBtr0079496:dme-miR-308-3p
66933	0.5	dme-miR-283-5p	7mer-m8	CG7466	FBgn0031981	2L	+	8053817	8053823	FBtr0344788	8053047	8054326	0.440736316	FBtr0344788:dme-miR-283-5p
66934	0.5	dme-miR-283-5p	7mer-m8	CG7466	FBgn0031981	2L	+	8053817	8053823	FBtr0344789	8053047	8054326	0.440736316	FBtr0344789:dme-miR-283-5p
66935	0.5	dme-miR-308-3p	7mer-m1	PGAP5	FBgn0031997	2L	+	8200319	8200325	FBtr0079587	8200280	8200652	0.426466492	FBtr0079587:dme-miR-308-3p
66936	0.5	dme-miR-277-3p	7mer-m8	Clp	FBgn0015621	2L	+	821129	821135	FBtr0078011	820968	821209	0.466035778	FBtr0078011:dme-miR-277-3p
66937	0.5	dme-miR-276a-3p	7mer-A1	CG7806	FBgn0032018	2L	+	8316765	8316771	FBtr0079600	8316672	8317011	0.669275872	FBtr0079600:dme-miR-276a-3p
66938	0.5	dme-miR-980-3p	7mer-m8	dock	FBgn0010583	2L	+	832022	832028	FBtr0078015	831922	833241	0.517655704	FBtr0078015:dme-miR-980-3p
66939	0.5	dme-miR-980-3p	7mer-m8	dock	FBgn0010583	2L	+	832022	832028	FBtr0078014	831922	833241	0.517655704	FBtr0078014:dme-miR-980-3p
66940	0.5	dme-miR-980-3p	7mer-m8	dock	FBgn0010583	2L	+	832022	832028	FBtr0078013	831922	833241	0.517655704	FBtr0078013:dme-miR-980-3p
66941	0.5	dme-miR-980-3p	7mer-m8	dock	FBgn0010583	2L	+	832022	832028	FBtr0332973	831922	832331	0.517655704	FBtr0332973:dme-miR-980-3p
66942	0.5	dme-miR-11-3p	6mer3-8	CG7781	FBgn0032021	2L	-	8322382	8322387	FBtr0346462	8321278	8322487	0.942775218	FBtr0346462:dme-miR-11-3p
66944	0.5	dme-miR-11-3p	6mer3-8	CG7781	FBgn0032021	2L	-	8322382	8322387	FBtr0079609	8321278	8322487	0.942775218	FBtr0079609:dme-miR-11-3p
66946	0.5	dme-miR-308-3p	6mer3-8	CG7781	FBgn0032021	2L	-	8322382	8322387	FBtr0346462	8321278	8322487	0.942775218	FBtr0346462:dme-miR-308-3p
66948	0.5	dme-miR-308-3p	6mer3-8	CG7781	FBgn0032021	2L	-	8322382	8322387	FBtr0079609	8321278	8322487	0.942775218	FBtr0079609:dme-miR-308-3p
66950	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0303467	8388134	8388804	0.39066219	FBtr0303467:dme-miR-308-3p
66951	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0079655	8388134	8388804	0.39066219	FBtr0079655:dme-miR-308-3p
66952	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0303470	8388134	8388804	0.39066219	FBtr0303470:dme-miR-308-3p
66953	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0303468	8388134	8388804	0.39066219	FBtr0303468:dme-miR-308-3p
66954	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0303469	8388134	8388804	0.39066219	FBtr0303469:dme-miR-308-3p
66955	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0303471	8388134	8388804	0.39066219	FBtr0303471:dme-miR-308-3p
66956	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0079656	8388134	8388804	0.39066219	FBtr0079656:dme-miR-308-3p
66957	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0079657	8388134	8388804	0.39066219	FBtr0079657:dme-miR-308-3p
66958	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0079654	8388134	8388804	0.39066219	FBtr0079654:dme-miR-308-3p
66959	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0079658	8388134	8388804	0.39066219	FBtr0079658:dme-miR-308-3p
66960	0.5	dme-miR-308-3p	7mer-m1	CG13384	FBgn0032036	2L	+	8388308	8388314	FBtr0079653	8388134	8388804	0.39066219	FBtr0079653:dme-miR-308-3p
66961	0.5	dme-miR-184-3p	7mer-m8	CG13088	FBgn0032047	2L	+	8490388	8490394	FBtr0079681	8490347	8490546	0.611799441	FBtr0079681:dme-miR-184-3p
66962	0.5	dme-miR-14-3p	6mer2-7	Sema-1a	FBgn0011259	2L	+	8668152	8668157	FBtr0303877	8666210	8671917	0.704000602	FBtr0303877:dme-miR-14-3p
66963	0.5	dme-miR-14-3p	6mer2-7	Sema-1a	FBgn0011259	2L	+	8668152	8668157	FBtr0329931	8664168	8671917	0.704000602	FBtr0329931:dme-miR-14-3p
66964	0.5	dme-miR-14-3p	6mer2-7	Sema-1a	FBgn0011259	2L	+	8668152	8668157	FBtr0303879	8664168	8670014	0.704000602	FBtr0303879:dme-miR-14-3p
66965	0.5	dme-miR-14-3p	6mer2-7	Sema-1a	FBgn0011259	2L	+	8668152	8668157	FBtr0303878	8666210	8672041	0.704000602	FBtr0303878:dme-miR-14-3p
66966	0.5	dme-miR-14-3p	6mer2-7	Sema-1a	FBgn0011259	2L	+	8668152	8668157	FBtr0329932	8666034	8670014	0.704000602	FBtr0329932:dme-miR-14-3p
66967	0.5	dme-miR-14-3p	7mer-m8	PNUTS	FBgn0053526	2L	+	876828	876834	FBtr0332000	876736	877038	0.628742042	FBtr0332000:dme-miR-14-3p
66968	0.5	dme-miR-14-3p	7mer-m8	PNUTS	FBgn0053526	2L	+	876828	876834	FBtr0091489	876736	877038	0.628742042	FBtr0091489:dme-miR-14-3p
66969	0.5	dme-miR-11-3p	7mer-A1	SoxN	FBgn0029123	2L	+	8829076	8829082	FBtr0079733	8828211	8829670	0.682411639	FBtr0079733:dme-miR-11-3p
66971	0.5	dme-miR-11-3p	7mer-A1	SoxN	FBgn0029123	2L	+	8829076	8829082	FBtr0330210	8828778	8829670	0.682411639	FBtr0330210:dme-miR-11-3p
66973	0.5	dme-miR-308-3p	7mer-A1	SoxN	FBgn0029123	2L	+	8829076	8829082	FBtr0079733	8828211	8829670	0.682411639	FBtr0079733:dme-miR-308-3p
66975	0.5	dme-miR-308-3p	7mer-A1	SoxN	FBgn0029123	2L	+	8829076	8829082	FBtr0330210	8828778	8829670	0.682411639	FBtr0330210:dme-miR-308-3p
66977	0.5	dme-miR-970-3p	7mer-m8	SoxN	FBgn0029123	2L	+	8829333	8829339	FBtr0079733	8828211	8829670	0.51923316	FBtr0079733:dme-miR-970-3p
66978	0.5	dme-miR-970-3p	7mer-m8	SoxN	FBgn0029123	2L	+	8829333	8829339	FBtr0330210	8828778	8829670	0.51923316	FBtr0330210:dme-miR-970-3p
66979	0.5	dme-bantam-3p	6mer3-8	CG31886	FBgn0032079	2L	-	8953627	8953632	FBtr0303885	8953479	8954021	0.684180046	FBtr0303885:dme-bantam-3p
66980	0.5	dme-bantam-3p	6mer3-8	CG31886	FBgn0032079	2L	-	8953627	8953632	FBtr0113029	8953479	8954021	0.684180046	FBtr0113029:dme-bantam-3p
66981	0.5	dme-bantam-3p	6mer3-8	CG31886	FBgn0032079	2L	-	8953627	8953632	FBtr0079787	8953479	8954021	0.684180046	FBtr0079787:dme-bantam-3p
66982	0.5	dme-miR-305-5p	7mer-A1	CG18088	FBgn0032082	2L	+	8970040	8970046	FBtr0079759	8970025	8970259	0.552101217	FBtr0079759:dme-miR-305-5p
66983	0.5	dme-miR-305-5p	7mer-A1	CG18088	FBgn0032082	2L	+	8970040	8970046	FBtr0332187	8970025	8970627	0.552101217	FBtr0332187:dme-miR-305-5p
66984	0.5	dme-miR-277-3p	7mer-A1	tai	FBgn0041092	2L	+	9245868	9245874	FBtr0304974	9245807	9250211	0.746885266	FBtr0304974:dme-miR-277-3p
66985	0.5	dme-miR-277-3p	7mer-A1	tai	FBgn0041092	2L	+	9245868	9245874	FBtr0303870	9245807	9247186	0.746885266	FBtr0303870:dme-miR-277-3p
66986	0.5	dme-miR-277-3p	7mer-A1	tai	FBgn0041092	2L	+	9245868	9245874	FBtr0303871	9245807	9247186	0.746885266	FBtr0303871:dme-miR-277-3p
66987	0.5	dme-miR-277-3p	7mer-A1	tai	FBgn0041092	2L	+	9245868	9245874	FBtr0303873	9245807	9250211	0.746885266	FBtr0303873:dme-miR-277-3p
66988	0.5	dme-miR-277-3p	7mer-A1	tai	FBgn0041092	2L	+	9245868	9245874	FBtr0333405	9245807	9247186	0.746885266	FBtr0333405:dme-miR-277-3p
66989	0.5	dme-miR-277-3p	7mer-A1	tai	FBgn0041092	2L	+	9245868	9245874	FBtr0303872	9245807	9247186	0.746885266	FBtr0303872:dme-miR-277-3p
66990	0.5	dme-miR-8-3p	7mer-A1	scat	FBgn0011232	2L	+	9435242	9435248	FBtr0079809	9434914	9435341	0.752356328	FBtr0079809:dme-miR-8-3p
66991	0.5	dme-miR-305-5p	7mer-A1	CG3838	FBgn0032130	2L	+	9573472	9573478	FBtr0079834	9572964	9573572	0.738653154	FBtr0079834:dme-miR-305-5p
66992	0.5	dme-miR-305-5p	7mer-A1	CG3838	FBgn0032130	2L	+	9573472	9573478	FBtr0079835	9572964	9573572	0.738653154	FBtr0079835:dme-miR-305-5p
66993	0.5	dme-miR-184-3p	6mer2-7	Trx-2	FBgn0040070	2L	+	9615705	9615710	FBtr0079840	9615680	9616047	0.659713601	FBtr0079840:dme-miR-184-3p
66994	0.5	dme-miR-184-3p	6mer2-7	Trx-2	FBgn0040070	2L	+	9615705	9615710	FBtr0079839	9615680	9616404	0.659713601	FBtr0079839:dme-miR-184-3p
66995	0.5	dme-miR-33-5p	7mer-A1	Dref	FBgn0015664	2L	-	9964511	9964517	FBtr0079889	9964145	9964544	0.723341241	FBtr0079889:dme-miR-33-5p
66996	0.5	dme-miR-33-5p	7mer-A1	Dref	FBgn0015664	2L	-	9964511	9964517	FBtr0310483	9964278	9964544	0.723341241	FBtr0310483:dme-miR-33-5p
66997	0.5	dme-miR-965-3p	8mer-A1	bib	FBgn0000180	2L	+	9994974	9994981	FBtr0329984	9994780	9995538	0.556538107	FBtr0329984:dme-miR-965-3p
66998	0.5	dme-miR-965-3p	8mer-A1	bib	FBgn0000180	2L	+	9994974	9994981	FBtr0079929	9994657	9995538	0.556538107	FBtr0079929:dme-miR-965-3p
66999	0.5	dme-miR-14-3p	7mer-A1	bib	FBgn0000180	2L	+	9995043	9995049	FBtr0329984	9994780	9995538	0.754807489	FBtr0329984:dme-miR-14-3p
67000	0.5	dme-miR-14-3p	7mer-A1	bib	FBgn0000180	2L	+	9995043	9995049	FBtr0079929	9994657	9995538	0.754807489	FBtr0079929:dme-miR-14-3p
67001	0.5	dme-miR-14-3p	7mer-A1	oys	FBgn0033476	2R	-	10036098	10036104	FBtr0339416	10035534	10036943	0.745360915	FBtr0339416:dme-miR-14-3p
67002	0.5	dme-miR-14-3p	7mer-A1	oys	FBgn0033476	2R	-	10036098	10036104	FBtr0345629	10035534	10036943	0.745360915	FBtr0345629:dme-miR-14-3p
67003	0.5	dme-miR-14-3p	7mer-A1	oys	FBgn0033476	2R	-	10036098	10036104	FBtr0345630	10034593	10036943	0.745360915	FBtr0345630:dme-miR-14-3p
67004	0.5	dme-miR-14-3p	7mer-A1	oys	FBgn0033476	2R	-	10036098	10036104	FBtr0088434	10035771	10036943	0.745360915	FBtr0088434:dme-miR-14-3p
67005	0.5	dme-miR-317-3p	7mer-m8	CG1371	FBgn0033482	2R	-	10071028	10071034	FBtr0088428	10070979	10071210	0.523138133	FBtr0088428:dme-miR-317-3p
67006	0.5	dme-miR-11-3p	6mer3-8	CG1371	FBgn0033482	2R	-	10071124	10071129	FBtr0088428	10070979	10071210	0.880987407	FBtr0088428:dme-miR-11-3p
67008	0.5	dme-miR-308-3p	6mer3-8	CG1371	FBgn0033482	2R	-	10071124	10071129	FBtr0088428	10070979	10071210	0.880987407	FBtr0088428:dme-miR-308-3p
67010	0.5	dme-miR-980-3p	8mer-A1	CG2269	FBgn0033484	2R	+	10095831	10095838	FBtr0088409	10095242	10096416	0.642681209	FBtr0088409:dme-miR-980-3p
67011	0.5	dme-miR-980-3p	8mer-A1	CG2269	FBgn0033484	2R	+	10095831	10095838	FBtr0088408	10095242	10096416	0.642681209	FBtr0088408:dme-miR-980-3p
67012	0.5	dme-miR-980-3p	8mer-A1	CG2269	FBgn0033484	2R	+	10095831	10095838	FBtr0305653	10095242	10096416	0.642681209	FBtr0305653:dme-miR-980-3p
67013	0.5	dme-miR-980-3p	8mer-A1	CG2269	FBgn0033484	2R	+	10095831	10095838	FBtr0088407	10095242	10096416	0.642681209	FBtr0088407:dme-miR-980-3p
67014	0.5	dme-miR-277-3p	7mer-A1	gem	FBgn0050011	2R	+	10137078	10137084	FBtr0339428	10137011	10137472	0.635049651	FBtr0339428:dme-miR-277-3p
67015	0.5	dme-miR-277-3p	7mer-A1	gem	FBgn0050011	2R	+	10137078	10137084	FBtr0089759	10137011	10137472	0.635049651	FBtr0089759:dme-miR-277-3p
67016	0.5	dme-miR-277-3p	7mer-A1	gem	FBgn0050011	2R	+	10137078	10137084	FBtr0346634	10137011	10137472	0.635049651	FBtr0346634:dme-miR-277-3p
67017	0.5	dme-miR-277-3p	7mer-A1	gem	FBgn0050011	2R	+	10137078	10137084	FBtr0089758	10137011	10137472	0.635049651	FBtr0089758:dme-miR-277-3p
67018	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0301443	10145895	10146074	0.610645329	FBtr0301443:dme-miR-317-3p
67019	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0299833	10145895	10146074	0.610645329	FBtr0299833:dme-miR-317-3p
67020	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0310094	10145895	10146074	0.610645329	FBtr0310094:dme-miR-317-3p
67021	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0310097	10145895	10146074	0.610645329	FBtr0310097:dme-miR-317-3p
67022	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0301444	10145895	10146074	0.610645329	FBtr0301444:dme-miR-317-3p
67023	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0310095	10145895	10146074	0.610645329	FBtr0310095:dme-miR-317-3p
67024	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0310093	10145895	10146074	0.610645329	FBtr0310093:dme-miR-317-3p
67025	0.5	dme-miR-317-3p	8mer-A1	KCNQ	FBgn0033494	2R	-	10145966	10145973	FBtr0310096	10145895	10146074	0.610645329	FBtr0310096:dme-miR-317-3p
67026	0.5	dme-bantam-3p	6mer3-8	mlt	FBgn0265512	2R	-	10156573	10156578	FBtr0331945	10155914	10156669	0.784567133	FBtr0331945:dme-bantam-3p
67027	0.5	dme-bantam-3p	6mer3-8	mlt	FBgn0265512	2R	-	10156573	10156578	FBtr0088369	10156388	10156669	0.784567133	FBtr0088369:dme-bantam-3p
67028	0.5	dme-bantam-3p	6mer3-8	mlt	FBgn0265512	2R	-	10156573	10156578	FBtr0088370	10156388	10156669	0.784567133	FBtr0088370:dme-bantam-3p
67029	0.5	dme-miR-283-5p	8mer-m1	JhI-1	FBgn0028426	2R	-	10307099	10307106	FBtr0088360	10307028	10307304	0.451965807	FBtr0088360:dme-miR-283-5p
67030	0.5	dme-miR-282-5p	6mer2-7	lola	FBgn0005630	2R	-	10507648	10507653	FBtr0089350	10507421	10508346	0.64322365	FBtr0089350:dme-miR-282-5p
67031	0.5	dme-miR-282-5p	6mer2-7	lola	FBgn0005630	2R	-	10507648	10507653	FBtr0343132	10507241	10508346	0.64322365	FBtr0343132:dme-miR-282-5p
67032	0.5	dme-miR-277-3p	8mer-A1	CG11883	FBgn0033538	2R	+	10640620	10640627	FBtr0088283	10640587	10640990	0.562857899	FBtr0088283:dme-miR-277-3p
67033	0.5	dme-miR-277-3p	8mer-A1	CG11883	FBgn0033538	2R	+	10640620	10640627	FBtr0339461	10640587	10641807	0.562857899	FBtr0339461:dme-miR-277-3p
67034	0.5	dme-miR-277-3p	8mer-A1	CG11883	FBgn0033538	2R	+	10640620	10640627	FBtr0113063	10640587	10640990	0.562857899	FBtr0113063:dme-miR-277-3p
67035	0.5	dme-miR-34-5p	6mer2-7	CG7220	FBgn0033544	2R	+	10737392	10737397	FBtr0088219	10737369	10738370	0.834867501	FBtr0088219:dme-miR-34-5p
67036	0.5	dme-miR-34-5p	6mer2-7	CG7220	FBgn0033544	2R	+	10737392	10737397	FBtr0339465	10737369	10738370	0.834867501	FBtr0339465:dme-miR-34-5p
67037	0.5	dme-miR-34-5p	6mer2-7	CG7220	FBgn0033544	2R	+	10737392	10737397	FBtr0088217	10737369	10738370	0.834867501	FBtr0088217:dme-miR-34-5p
