Gene ID	Gene Symbol	Transcript ID	Gene Tax ID	miRNA	Site Type	UTR_start	UTR end	context++ score	context++ score percentile	weighted context++ score	weighted context++ score percentile
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-79-3p	2	1151	1157	-0.093	25	-0.052	38
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-9a-3p	2	1151	1157	-0.093	25	-0.052	38
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-1000-5p	1	1182	1188	-0.268	27	-0.167	44
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-184-3p	3	1213	1220	-0.101	42	-0.055	54
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-79-3p	2	1227	1233	-0.054	22	-0.030	34
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-9a-3p	2	1227	1233	-0.054	22	-0.030	34
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-1002-5p	1	1598	1604	-0.343	51	-0.021	21
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-252-5p	1	1598	1604	-0.314	40	-0.020	18
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-277-3p	2	1643	1649	-0.162	19	-0.011	15
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-252-5p	1	1674	1680	-0.295	37	-0.016	16
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-1002-5p	1	1674	1680	-0.324	49	-0.018	19
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-277-3p	2	1719	1725	-0.130	16	-0.008	12
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-312-3p	1	1807	1813	-0.364	49	-0.003	8
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-92b-3p	1	1807	1813	-0.304	44	-0.002	7
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-311-3p	1	1807	1813	-0.304	45	-0.002	7
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-92a-3p	1	1807	1813	-0.304	44	-0.002	7
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-313-3p	1	1807	1813	-0.304	44	-0.002	7
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-310-3p	1	1807	1813	-0.304	46	-0.002	8
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-92b-3p	1	1883	1889	-0.344	48	0.000	0
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-311-3p	1	1883	1889	-0.344	49	0.000	0
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-92a-3p	1	1883	1889	-0.344	49	0.000	0
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-313-3p	1	1883	1889	-0.344	49	0.000	0
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-310-3p	1	1883	1889	-0.344	51	0.000	0
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-312-3p	1	1883	1889	-0.404	53	0.000	0
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-962-5p	3	1969	1976	-0.030	24	-0.000	3
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-962-5p	3	2045	2052	-0.030	24	0.000	0
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-971-3p	3	2144	2151	-0.103	27	-0.001	4
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-971-3p	3	2220	2227	-0.030	17	0.000	0
FBgn0259234	Camta	FBtr0339381	7227	dme-miR-190-5p	2	2224	2230	-0.243	21	-0.002	7
FBgn0259234	Camta	FBtr0339382	7227	dme-miR-190-5p	2	2300	2306	-0.212	18	0.000	0
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-315-5p	1	591	597	-0.319	24	-0.308	50
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-315-5p	1	614	620	-0.479	42	-0.458	64
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-968-5p	2	999	1005	-0.020	4	-0.015	20
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-958-3p	2	1179	1185	-0.294	52	-0.204	60
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-281-2-5p	1	1185	1191	-0.429	72	-0.294	72
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-263a-5p	2	1431	1437	-0.034	27	-0.024	36
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-958-3p	3	1588	1595	-0.382	62	-0.260	65
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-1002-5p	1	1690	1696	-0.374	56	-0.255	59
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-252-5p	1	1690	1696	-0.137	17	-0.096	34
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-219-5p	1	1953	1959	-0.230	39	-0.152	48
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-1006-3p	1	2073	2079	-0.631	70	-0.284	57
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-10-3p	1	2073	2079	-0.631	68	-0.284	55
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-964-5p	2	2164	2170	-0.020	5	-0.009	18
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-33-5p	1	2442	2448	-0.319	53	-0.096	41
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-987-5p	1	2467	2473	-0.204	30	-0.063	35
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-277-3p	2	3292	3298	-0.079	13	-0.023	23
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-1000-5p	1	3344	3350	-0.323	35	-0.087	31
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-219-5p	1	4488	4494	-0.203	35	-0.053	33
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-315-5p	2	4490	4496	-0.794	66	-0.179	37
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-962-5p	3	4695	4702	-0.087	33	-0.023	37
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-314-3p	2	4743	4749	-0.444	75	-0.108	51
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-4-3p	1	4750	4756	-0.259	36	-0.066	34
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-33-5p	1	5084	5090	-0.420	67	-0.068	36
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-989-3p	3	5115	5122	-0.602	76	-0.090	36
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-4968-5p	2	5213	5219	-0.020	5	-0.004	12
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-980-3p	2	5213	5219	-0.020	5	-0.004	12
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-307a-3p	1	5250	5256	-0.039	34	-0.007	20
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-976-3p	1	5271	5277	-0.010	0	-0.002	8
FBgn0267912	CanA-14F	FBtr0305198	7227	dme-miR-33-5p	1	5390	5396	-0.460	72	-0.071	36
FBgn0010015	CanA1	FBtr0085732	7227	dme-miR-286-3p	1	271	277	-0.784	81	-0.783	85
FBgn0010015	CanA1	FBtr0085732	7227	dme-miR-279-3p	1	271	277	-0.784	81	-0.783	85
FBgn0010015	CanA1	FBtr0085732	7227	dme-miR-996-3p	1	271	277	-0.784	78	-0.783	82
FBgn0010015	CanA1	FBtr0085732	7227	dme-miR-958-3p	2	337	343	-0.529	77	-0.528	84
FBgn0010015	CanA1	FBtr0085732	7227	dme-miR-288-3p	3	387	394	-0.942	84	-0.909	94
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-4-3p	2	124	130	-0.973	87	-0.970	93
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-1017-3p	1	124	130	-0.676	88	-0.674	92
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-9a-3p	1	124	130	-0.676	81	-0.674	86
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-79-3p	1	124	130	-0.676	81	-0.674	86
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-263b-5p	3	173	180	-1.130	96	-1.122	98
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-33-5p	1	279	285	-0.432	69	-0.428	84
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-12-5p	1	299	305	-0.635	76	-0.629	85
FBgn0010014	CanB	FBtr0070764	7227	dme-miR-960-5p	1	299	305	-0.725	81	-0.717	87
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-1002-5p	2	283	289	-0.958	94	-0.933	97
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-968-5p	1	283	289	-0.656	81	-0.640	87
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-13b-3p	2	519	525	-0.587	68	-0.339	54
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-6-3p	2	519	525	-0.587	63	-0.339	52
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-2b-3p	2	519	525	-0.587	66	-0.339	53
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-13a-3p	2	519	525	-0.587	68	-0.339	54
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-5-3p	2	519	525	-0.587	68	-0.339	54
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-2a-3p	2	519	525	-0.587	66	-0.339	53
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-308-3p	2	519	525	-0.587	68	-0.339	53
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-11-3p	2	519	525	-0.847	84	-0.470	62
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-2c-3p	2	519	525	-0.587	66	-0.339	53
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-263b-5p	1	528	534	-0.454	66	-0.266	63
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-980-3p	3	632	639	-0.520	84	-0.260	71
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-4968-5p	3	632	639	-0.560	87	-0.278	73
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-999-3p	2	940	946	-0.535	66	-0.267	59
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-314-3p	1	953	959	-0.554	82	-0.275	70
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-137-3p	2	987	993	-0.732	75	-0.352	62
FBgn0015614	CanB2	FBtr0309866	7227	dme-miR-137-3p	3	1270	1277	-1.429	93	-0.596	81
FBgn0033504	CAP	FBtr0088338	7227	dme-miR-971-3p	1	331	337	-0.413	60	-0.411	74
FBgn0033504	CAP	FBtr0088338	7227	dme-miR-286-3p	1	408	414	-0.681	73	-0.676	79
FBgn0033504	CAP	FBtr0088338	7227	dme-miR-279-3p	1	408	414	-0.681	74	-0.676	80
FBgn0033504	CAP	FBtr0088338	7227	dme-miR-996-3p	1	408	414	-0.681	70	-0.676	77
FBgn0033504	CAP	FBtr0088338	7227	dme-miR-124-3p	3	473	480	-1.086	94	-1.028	94
FBgn0037831	Cap-H2	FBtr0082273	7227	dme-miR-306-5p	3	54	61	-0.870	92	-0.870	94
FBgn0037831	Cap-H2	FBtr0082273	7227	dme-miR-275-3p	3	54	61	-0.950	94	-0.950	96
FBgn0037831	Cap-H2	FBtr0082273	7227	dme-bantam-3p	2	59	65	-0.956	94	-0.956	96
FBgn0037831	Cap-H2	FBtr0082273	7227	dme-miR-305-5p	1	70	76	-0.689	71	-0.689	84
FBgn0037831	Cap-H2	FBtr0301310	7227	dme-miR-282-5p	2	174	180	-0.020	10	-0.020	38
FBgn0037831	Cap-H2	FBtr0301310	7227	dme-miR-8-3p	3	332	339	-0.653	73	-0.653	82
FBgn0037831	Cap-H2	FBtr0301310	7227	dme-miR-275-3p	3	652	659	-0.335	60	-0.331	69
FBgn0037831	Cap-H2	FBtr0301310	7227	dme-miR-306-5p	3	652	659	-0.255	45	-0.252	59
FBgn0037831	Cap-H2	FBtr0301310	7227	dme-bantam-3p	2	657	663	-0.433	74	-0.428	82
FBgn0037831	Cap-H2	FBtr0301310	7227	dme-miR-305-5p	1	668	674	-0.475	50	-0.469	69
FBgn0031883	Caper	FBtr0344709	7227	dme-miR-927-5p	3	33	40	-1.565	98	-1.565	99
FBgn0031883	Caper	FBtr0344709	7227	dme-miR-964-5p	1	33	39	-0.397	59	-0.397	73
FBgn0031883	Caper	FBtr0344711	7227	dme-miR-987-5p	2	362	368	-0.422	57	-0.413	74
FBgn0031883	Caper	FBtr0344710	7227	dme-miR-278-3p	3	936	943	-1.949	99	-1.355	99
FBgn0031883	Caper	FBtr0344709	7227	dme-miR-278-3p	3	1043	1050	-1.671	98	-1.605	99
FBgn0031883	Caper	FBtr0344711	7227	dme-miR-278-3p	3	1295	1302	-1.881	98	-1.278	99
FBgn0042134	Capr	FBtr0075098	7227	dme-miR-927-5p	1	378	384	-0.122	27	-0.090	45
FBgn0023095	caps	FBtr0305480	7227	dme-miR-988-3p	2	83	89	-0.020	19	-0.020	39
FBgn0023095	caps	FBtr0075832	7227	dme-miR-31b-5p	1	331	337	-0.245	47	-0.245	64
FBgn0023095	caps	FBtr0075832	7227	dme-miR-31a-5p	1	331	337	-0.425	63	-0.425	76
FBgn0023095	caps	FBtr0075832	7227	dme-miR-219-5p	1	632	638	-0.147	27	-0.147	48
FBgn0023095	caps	FBtr0075832	7227	dme-miR-988-3p	2	803	809	-0.020	19	-0.020	39
FBgn0023095	caps	FBtr0346864	7227	dme-miR-137-3p	2	824	830	-0.409	46	-0.223	48
FBgn0023095	caps	FBtr0305480	7227	dme-miR-137-3p	2	917	923	-0.383	43	-0.209	46
FBgn0023095	caps	FBtr0346864	7227	dme-miR-375-3p	1	1064	1070	-0.434	34	-0.072	20
FBgn0023095	caps	FBtr0346864	7227	dme-miR-1011-3p	2	1078	1084	-0.020	1	-0.004	9
FBgn0023095	caps	FBtr0346864	7227	dme-miR-988-3p	3	1084	1091	-0.237	67	-0.041	50
FBgn0023095	caps	FBtr0305480	7227	dme-miR-375-3p	1	1157	1163	-0.425	33	-0.070	20
FBgn0023095	caps	FBtr0305480	7227	dme-miR-1011-3p	2	1171	1177	-0.020	1	-0.004	9
FBgn0023095	caps	FBtr0305480	7227	dme-miR-988-3p	3	1177	1184	-0.228	66	-0.040	49
FBgn0023095	caps	FBtr0346864	7227	dme-miR-988-3p	3	1265	1272	-0.284	72	-0.046	51
FBgn0023095	caps	FBtr0305480	7227	dme-miR-988-3p	3	1358	1365	-0.276	71	-0.045	50
FBgn0023095	caps	FBtr0346864	7227	dme-miR-315-5p	2	1492	1498	-0.699	60	-0.088	26
FBgn0023095	caps	FBtr0305480	7227	dme-miR-315-5p	2	1585	1591	-0.683	59	-0.087	26
FBgn0023095	caps	FBtr0075832	7227	dme-miR-137-3p	2	1637	1643	-0.254	28	-0.142	37
FBgn0023095	caps	FBtr0075832	7227	dme-miR-375-3p	1	1877	1883	-0.379	26	-0.064	19
FBgn0023095	caps	FBtr0075832	7227	dme-miR-1011-3p	2	1891	1897	-0.020	1	-0.004	9
FBgn0023095	caps	FBtr0075832	7227	dme-miR-988-3p	3	1897	1904	-0.226	66	-0.039	49
FBgn0023095	caps	FBtr0075832	7227	dme-miR-988-3p	3	2078	2085	-0.281	72	-0.045	51
FBgn0023095	caps	FBtr0075832	7227	dme-miR-315-5p	2	2305	2311	-0.600	53	-0.078	25
FBgn0261458	capt	FBtr0100022	7227	dme-miR-263b-5p	1	137	143	-0.578	77	-0.575	86
FBgn0000257	car	FBtr0331158	7227	dme-miR-277-3p	1	169	175	-0.624	64	-0.624	78
FBgn0000257	car	FBtr0074727	7227	dme-miR-277-3p	1	235	241	-0.602	62	-0.602	77
FBgn0032879	CarT	FBtr0081395	7227	dme-miR-190-5p	2	598	604	-0.686	65	-0.163	39
FBgn0004878	cas	FBtr0078725	7227	dme-miR-5-3p	2	326	332	-0.453	53	-0.424	61
FBgn0004878	cas	FBtr0078725	7227	dme-miR-2a-3p	2	326	332	-0.453	52	-0.424	59
FBgn0004878	cas	FBtr0078725	7227	dme-miR-308-3p	2	326	332	-0.453	53	-0.424	61
FBgn0004878	cas	FBtr0078725	7227	dme-miR-11-3p	2	326	332	-0.693	74	-0.645	76
FBgn0004878	cas	FBtr0078725	7227	dme-miR-2c-3p	2	326	332	-0.453	52	-0.424	59
FBgn0004878	cas	FBtr0078725	7227	dme-miR-13b-3p	2	326	332	-0.453	53	-0.424	60
FBgn0004878	cas	FBtr0078725	7227	dme-miR-6-3p	2	326	332	-0.563	60	-0.526	66
FBgn0004878	cas	FBtr0078725	7227	dme-miR-2b-3p	2	326	332	-0.453	52	-0.424	59
FBgn0004878	cas	FBtr0078725	7227	dme-miR-13a-3p	2	326	332	-0.453	53	-0.424	60
FBgn0004878	cas	FBtr0078725	7227	dme-miR-308-3p	1	447	453	-0.546	63	-0.510	67
FBgn0004878	cas	FBtr0078725	7227	dme-miR-11-3p	1	447	453	-0.546	59	-0.510	65
FBgn0004878	cas	FBtr0078725	7227	dme-miR-2c-3p	1	447	453	-0.556	63	-0.519	68
FBgn0004878	cas	FBtr0078725	7227	dme-miR-13b-3p	1	447	453	-0.566	65	-0.529	69
FBgn0004878	cas	FBtr0078725	7227	dme-miR-6-3p	1	447	453	-0.596	64	-0.556	69
FBgn0004878	cas	FBtr0078725	7227	dme-miR-2b-3p	1	447	453	-0.556	63	-0.519	68
FBgn0004878	cas	FBtr0078725	7227	dme-miR-13a-3p	1	447	453	-0.566	65	-0.529	69
FBgn0004878	cas	FBtr0078725	7227	dme-miR-5-3p	1	447	453	-0.546	63	-0.510	68
FBgn0004878	cas	FBtr0078725	7227	dme-miR-2a-3p	1	447	453	-0.556	63	-0.519	68
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-2a-2/2c	3	37	44	-0.030	36	-0.030	51
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-8-3p	1	68	74	-0.876	89	-0.876	92
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-8-3p	1	161	167	-0.860	88	-0.860	92
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-1-3p	1	331	337	-0.477	61	-0.477	72
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-965-3p	1	414	420	-0.467	66	-0.460	77
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-1-3p	1	424	430	-0.462	59	-0.462	70
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-965-3p	1	507	513	-0.452	64	-0.445	76
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-iab-8-5p	1	572	578	-0.302	56	-0.280	68
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-1004-3p	2	658	664	-0.020	12	-0.018	37
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-1003-3p	2	658	664	-0.020	11	-0.018	36
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-iab-8-5p	1	665	671	-0.288	54	-0.267	66
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-1003-3p	2	751	757	-0.020	11	-0.018	36
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-1004-3p	2	751	757	-0.020	12	-0.018	37
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-33-5p	1	755	761	-0.292	48	-0.236	64
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-33-5p	1	848	854	-0.281	46	-0.228	63
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-33-5p	1	916	922	-0.257	42	-0.123	46
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-33-5p	1	1009	1015	-0.249	41	-0.119	46
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-210-3p.1	1	1018	1024	-0.337	47	-0.122	43
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-210-3p.1	1	1111	1117	-0.331	47	-0.120	43
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-957-3p	1	1943	1949	-0.277	61	-0.094	60
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-957-3p	1	2036	2042	-0.272	60	-0.093	60
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-33-5p	3	2065	2072	-0.411	66	-0.135	49
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-33-5p	3	2158	2165	-0.406	66	-0.133	49
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-87-3p	1	2373	2379	-0.281	50	-0.089	48
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-315-5p	3	2379	2386	-1.204	84	-0.307	50
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-87-3p	1	2466	2472	-0.277	50	-0.088	48
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-315-5p	3	2472	2479	-1.198	84	-0.307	50
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-283-5p	3	2612	2619	-0.675	68	-0.184	43
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-283-5p	3	2705	2712	-0.670	68	-0.183	43
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-970-3p	1	2774	2780	-0.193	43	-0.045	41
FBgn0013759	CASK	FBtr0330368	7227	dme-bantam-3p	2	2778	2784	-0.020	13	-0.005	18
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-970-3p	1	2867	2873	-0.189	42	-0.044	41
FBgn0013759	CASK	FBtr0301327	7227	dme-bantam-3p	2	2871	2877	-0.020	13	-0.005	18
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-1006-3p	2	3057	3063	-0.837	83	-0.045	26
FBgn0013759	CASK	FBtr0330368	7227	dme-miR-10-3p	2	3057	3063	-0.747	77	-0.041	24
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-1006-3p	2	3150	3156	-0.829	83	-0.045	26
FBgn0013759	CASK	FBtr0301327	7227	dme-miR-10-3p	2	3150	3156	-0.739	77	-0.041	24
FBgn0034068	casp	FBtr0087259	7227	dme-miR-277-3p	3	342	349	-1.024	85	-0.461	68
FBgn0029093	cathD	FBtr0452080	7227	dme-miR-1002-5p	1	18	24	-0.795	91	-0.324	67
FBgn0029093	cathD	FBtr0452080	7227	dme-miR-252-5p	1	18	24	-0.785	84	-0.321	62
FBgn0015919	caup	FBtr0075909	7227	dme-miR-968-5p	3	71	78	-0.670	82	-0.670	88
FBgn0015919	caup	FBtr0075909	7227	dme-miR-1002-5p	2	72	78	-0.387	58	-0.387	74
FBgn0015919	caup	FBtr0075909	7227	dme-miR-312-3p	1	177	183	-0.740	83	-0.715	88
FBgn0015919	caup	FBtr0075909	7227	dme-miR-92b-3p	1	177	183	-0.740	85	-0.715	89
FBgn0015919	caup	FBtr0075909	7227	dme-miR-311-3p	1	177	183	-0.740	86	-0.715	90
FBgn0015919	caup	FBtr0075909	7227	dme-miR-92a-3p	1	177	183	-0.740	85	-0.715	89
FBgn0015919	caup	FBtr0075909	7227	dme-miR-313-3p	1	177	183	-0.740	85	-0.715	89
FBgn0015919	caup	FBtr0075909	7227	dme-miR-310-3p	1	177	183	-0.740	86	-0.715	90
FBgn0015919	caup	FBtr0075909	7227	dme-miR-190-5p	1	223	229	-0.600	56	-0.419	62
FBgn0015919	caup	FBtr0075909	7227	dme-miR-956-3p	1	461	467	-0.046	29	-0.022	38
FBgn0015919	caup	FBtr0075909	7227	dme-miR-210-3p.2	2	471	477	-0.207	40	-0.095	43
FBgn0015919	caup	FBtr0075909	7227	dme-miR-962-5p	3	602	609	-0.393	69	-0.174	63
FBgn0015919	caup	FBtr0075909	7227	dme-miR-976-3p	2	615	621	-0.034	21	-0.016	26
FBgn0015919	caup	FBtr0075909	7227	dme-miR-13b-3p	3	897	904	-0.853	86	-0.345	55
FBgn0015919	caup	FBtr0075909	7227	dme-miR-6-3p	3	897	904	-0.953	89	-0.377	55
FBgn0015919	caup	FBtr0075909	7227	dme-miR-2b-3p	3	897	904	-0.933	89	-0.371	55
FBgn0015919	caup	FBtr0075909	7227	dme-miR-13a-3p	3	897	904	-0.853	86	-0.345	55
FBgn0015919	caup	FBtr0075909	7227	dme-miR-5-3p	3	897	904	-0.833	86	-0.338	54
FBgn0015919	caup	FBtr0075909	7227	dme-miR-2a-3p	3	897	904	-0.933	89	-0.371	55
FBgn0015919	caup	FBtr0075909	7227	dme-miR-308-3p	3	897	904	-0.863	87	-0.348	54
FBgn0015919	caup	FBtr0075909	7227	dme-miR-11-3p	3	897	904	-0.803	81	-0.328	51
FBgn0015919	caup	FBtr0075909	7227	dme-miR-2c-3p	3	897	904	-0.933	89	-0.371	55
FBgn0285954	caz	FBtr0334992	7227	dme-miR-988-3p	2	222	228	-0.381	82	-0.360	88
FBgn0285954	caz	FBtr0334992	7227	dme-miR-971-3p	3	446	453	-0.804	85	-0.752	91
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-970-3p	3	74	81	-0.826	90	-0.826	94
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-137-3p	2	602	608	-0.028	9	-0.024	20
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-9b-5p	1	761	767	-0.511	55	-0.438	67
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-9a-5p	1	761	767	-0.471	49	-0.404	62
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-9c-5p	1	761	767	-0.471	48	-0.404	61
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-14-3p	2	849	855	-0.338	46	-0.292	55
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-316-5p	3	902	909	-0.509	57	-0.226	49
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-274-5p	2	977	983	-0.210	34	-0.180	55
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-8-3p	1	1029	1035	-0.569	64	-0.473	68
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-33-5p	1	1153	1159	-0.317	52	-0.226	63
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-971-3p	3	1172	1179	-0.824	86	-0.340	69
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-2500-5p	3	1190	1197	-0.565	78	-0.357	74
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-994-5p	3	1190	1197	-0.605	76	-0.381	73
FBgn0020224	Cbl	FBtr0076614	7227	dme-miR-5-5p	1	1190	1196	-0.330	59	-0.215	62
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-33-5p	3	1592	1599	-0.207	34	-0.093	41
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-313-3p	1	1595	1601	-0.249	37	-0.110	40
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-310-3p	1	1595	1601	-0.249	39	-0.110	42
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-312-3p	1	1595	1601	-0.279	38	-0.123	41
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-92b-3p	1	1595	1601	-0.249	37	-0.110	41
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-311-3p	1	1595	1601	-0.249	38	-0.110	41
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-92a-3p	1	1595	1601	-0.249	37	-0.110	41
FBgn0020224	Cbl	FBtr0076615	7227	dme-miR-33-5p	3	1622	1629	-0.030	9	-0.014	19
FBgn0026144	CBP	FBtr0071052	7227	dme-miR-981-3p	2	172	178	-0.185	25	-0.184	47
FBgn0026144	CBP	FBtr0071052	7227	dme-miR-277-3p	1	341	347	-0.265	29	-0.264	51
FBgn0026144	CBP	FBtr0071052	7227	dme-miR-962-5p	3	577	584	-0.684	88	-0.679	92
FBgn0022943	Cbp20	FBtr0083551	7227	dme-miR-283-5p	1	44	50	-1.043	86	-1.002	91
FBgn0004580	Cbp53E	FBtr0087056	7227	dme-miR-987-5p	3	109	116	-0.920	87	-0.919	94
FBgn0004580	Cbp53E	FBtr0087056	7227	dme-miR-285-3p	1	993	999	-0.478	81	-0.342	80
FBgn0004580	Cbp53E	FBtr0087056	7227	dme-miR-998-3p	1	993	999	-0.528	81	-0.376	82
